12917;77125;337166;4276750;25942292;374226667;3008197750;52921548458;
13167;74750;327792;4232750;26086792;378150375;3006685708;52755996875;
13250;72250;334333;4110792;26322083;377217500;3002924334;52991583125;
12542;75500;340625;3997375;26191625;384205917;2999200709;52918788750;
15584;73666;330375;3917375;26054708;378086459;3235108958;53348363709;
11375;71833;325667;3959083;26278375;428437625;3007059958;52939028291;
13375;72125;326500;3941083;25960500;376327792;3022498334;52753881125;
15000;71000;323333;4104041;26125166;375185875;3014376083;52809175167;
15167;70375;330792;4004375;25691458;374275417;3000101000;52882875667;
11584;69542;341208;3915167;26270375;375980958;2993782792;52953548916;
11375;68667;340584;3926250;26164833;491346958;2996204500;53203095458;
11541;69667;344500;3974917;26082166;376560959;3001270583;53172824625;
12208;68875;346166;4020833;27857333;376786708;2999111583;54166550125;
11875;70333;333166;3960083;26138375;374900708;3020387917;54474948625;
11542;70917;329334;3905667;25906250;376056667;3013547958;53507771916;
14917;70541;336500;3876667;26389416;374267459;3002934125;53290819416;
11666;69083;322083;4002708;25989042;377447292;2999933583;52776330500;
13291;71125;325292;3938625;26014500;378023125;3001172542;53136032333;
11542;68334;338042;3937250;25888708;374123333;2999123042;53052857250;
11417;69834;327000;3939875;26036750;376181042;2992852959;53085072167;
13792;70917;330333;4188042;25889125;375470000;2992503458;53113401709;
12458;69459;324041;4015542;26317667;374899709;3003447917;52941859125;
11750;69792;326375;4044292;26247250;374995292;2994612334;52945634042;
11250;68667;326584;3874625;26082792;376332708;3002850791;53020113416;
14583;69250;326583;3933959;26103667;376292292;3011598416;52899744708;
12042;71208;326833;4036667;25998583;377256375;2999999166;53074086625;
11666;71333;345916;3956625;26000125;376353417;2996557958;52784735000;
12958;69334;325667;3951875;25928542;375491833;3010917875;52959153875;
12250;70667;334250;3989000;26081583;373388458;3006851000;53351965917;
11250;73292;325333;3949458;26098833;374928541;3007491000;53374289000;
11791;69083;321708;3971375;25984375;375318292;2992184958;53101506041;
11333;69959;325458;3964250;25931083;375186125;3006310375;52935690958;
11208;70208;326833;3881250;25860541;373075208;3002767750;53013985792;
11375;69500;329167;3892750;26037541;378796875;3002494334;52981036958;
12125;69541;336375;4059917;26376084;375830209;3001594875;53275179792;
11917;69500;325625;3952500;26104708;375325875;3005181333;52970174125;
11625;78333;326667;3936750;26373542;373994375;3009377208;53073530375;
11709;69709;322083;3947333;26469625;375651333;3129823500;53211094041;
12291;71333;323083;3988708;26180208;378212042;2998293083;52856879959;
11875;70042;325500;3949083;26211833;372247542;3016040875;53375877209;
11917;71000;325083;3941709;26355792;372920541;3073010459;53022772458;
11708;70416;334084;3964375;26455334;376849041;3009627042;53009205250;
11250;69791;326250;3905166;26013833;374773042;3009838625;53077368875;
11292;69417;322416;4132958;26026166;377494958;3010940417;53037158417;
11833;68667;323625;3992250;25821125;373428750;3048180292;52984920541;
11333;69125;329666;3944833;27991500;372770625;3001502084;53057898084;
11334;69834;329375;3957416;76938750;377702291;3001528292;53000854833;
12000;69167;325875;3972209;28980041;374183834;3014158167;53264492750;
11333;69417;322333;4011417;27979917;372728209;3056456416;53275572333;
11875;71084;325667;3930667;26501917;374333333;2997159291;52972897416;
11000;69375;330209;4004750;26142542;374155875;2998348333;53105300167;
11792;69791;330041;3981084;26159792;375132875;3004919084;53004085125;
11750;69958;326834;4110542;26203541;373651125;3004098833;53168873958;
12375;69542;329000;3945250;26029625;375361500;2993969792;53057479791;
12083;69709;325209;3930333;26263583;373963958;2998361833;53261270875;
11834;69083;324583;3928083;26581042;373596125;3005564708;53088461875;
11792;68250;325542;3954792;27628542;372898791;3008293375;53027042292;
11500;69334;326166;3974709;27581459;380845583;3002580083;53195309208;
11416;69875;330958;3990959;27836750;374607833;3002835209;52969782750;
11666;69833;329542;3948583;25964875;375082667;3002463667;52978888542;
11584;69917;333416;3939958;26102709;398444375;3000179292;52993876500;
11208;69958;323250;4024834;26417583;376314750;3000266792;53107384042;
11333;69208;326209;3967375;26159291;375365292;2995318791;53060423042;
12084;70458;323500;3897333;25878291;376729208;2996490875;53099756750;
12167;68459;327125;3956291;28817292;374874167;3035433292;53025930667;
11708;69625;324250;3997291;26251209;373971042;2995724125;53012493459;
12083;69458;329166;3958959;26263459;373751250;3001586500;53050608625;
12125;69083;325500;3913791;25851041;376763875;3040889458;52930882000;
12042;69458;333458;3930875;26108584;375155292;3012733666;52988767834;
11584;68791;323833;3930625;26058125;374003083;3005561000;53181756708;
11166;70292;324083;4062042;26383583;376229208;2997779292;53152365125;
11958;69833;327291;3924833;25896750;372436958;2999278084;53067983167;
11416;69167;327583;3945417;26082500;375573625;3003486416;52966615333;
11542;68583;324875;3926042;26065333;378294292;3001772958;53140765833;
11291;69417;324542;3974291;26445292;373021417;3005170958;52964096333;
12042;68125;330458;3993916;26226708;375469959;3001367875;53115013875;
12042;69792;326333;3940708;26138250;375988834;3002822291;53090480459;
11750;69791;322208;3928958;26089583;375031709;2996461791;53001133334;
12334;69292;325333;3939166;26049625;374879834;3118869458;53144450167;
11625;67667;326083;4078750;26236500;374485916;3018592542;53149405375;
12333;70500;329083;3957416;26409917;374644209;3008772042;53049155209;
12291;69333;332292;3917083;26323833;377009875;3003730333;53277666833;
12125;74958;323583;3919667;26546000;376704291;2999205166;53027664166;
11583;69083;324291;4073542;26073125;375974000;3005256833;53331531708;
11584;71208;331000;4247208;26154833;373389250;3006832042;53125842917;
11000;69958;326292;4023416;27116208;373684666;2998234042;53073527416;
12250;70125;326250;3905041;26086000;385112666;3010534959;52985145250;
11792;69542;343250;3932000;26211417;374449625;3023196833;53134777708;
11542;68375;340166;4022584;26324000;377813042;3003235875;53268108875;
10959;71250;348875;3989917;25880709;373022375;3072018375;53085138667;
12459;68375;355917;3897584;26152625;377339250;3005184750;53131023667;
11166;69750;338667;3925250;26118083;381915250;3055309791;53021257959;
11083;73167;338250;3948458;26121125;374785291;3008420167;53147212167;
11916;68583;324875;3914125;26038542;374725500;3002762208;53061192959;
11333;69583;325833;3905375;26289834;375016917;3000969667;52979421208;
11792;68125;323791;3909167;26177583;373783542;3007842833;53407453458;
11000;70042;323834;3878625;26372541;376887709;3005652959;53261547584;
11625;70042;325125;4050667;26060875;377319000;3002789708;53008428542;
11875;70041;323667;3947375;26047875;374137292;3005973083;53118003291;
11708;69042;323792;3964792;25884834;376845375;3006541334;53008334541;

